name comment
Ambulance 飆車追逐的場面非常刺激有些一鏡到底的鏡頭更讓觀眾有帶入感整個將氣氛掌握得很好非常推薦給近期想看動作劇情電影的人
Ambulance 實在誇張的好看了特別是裡面主角臉都很有戲太過精彩導致我家沅沅整場亢奮甚至皺眉到連成一條線了傻眼
Ambulance 劇情非常緊湊刺激片長雖長但毫無冷場堪稱年度最佳警匪片結局出乎意料演員表現都很出色尤其女主角很漂亮
Ambulance 滿滿的麥可貝風格從變形金剛的機器人大戰到搶銀行的警匪追逐不論是大格局或是小格局的場面麥可貝導演都可以給你十足的觀影壓迫感讓人緊張到不行本片雖然是傑克葛倫霍掛頭牌真正的男主角卻是飾演過糖果人的黑人猛男男神葉海亞阿巴杜馬汀二世一白一黑的演出不斷的兩個多小時的警匪追逐讓人看得很過癮堪稱是年最好看的警匪槍戰片
"DEEMO Memorial Keys I Still Hear The Sound Of Your Piano" 非常值得大家去看主題曲好好聽最後聽完覺得好感人
"DEEMO Memorial Keys I Still Hear The Sound Of Your Piano" 玩過手遊的人都一定要去看真的太棒了
"DEEMO Memorial Keys I Still Hear The Sound Of Your Piano" 每首歌曲都超好聽很療癒又溫馨劇情還蠻不錯的
"DEEMO Memorial Keys I Still Hear The Sound Of Your Piano" 太好看了聲優都配得很好耶渡邊直美的聲音真的好可愛喔太美妙了
"DEEMO Memorial Keys I Still Hear The Sound Of Your Piano" 這畫風我喜歡耶不失原本手遊的風格電影上看起來更精細了超喜歡
"Great Freedom" 每個人都有愛人的自由不分性別種族宗教信仰
"Great Freedom" 希望這世界能友善和平讓難過的事越來越少
Summer 看到的與真相不一定相同謠言止於智者
Summer 這部電影後座力很強觀後值得細細回味與深思
Summer 不同敘事方式的新型電影值得進影院試看看並靜靜回味
Summer 犧牲別人為了自已黑化的演技值得一看
Summer 何謂正義真的需要好好的省思劇情很棒演員演技都很棒唯一缺點是中國口音聽不習慣
Summer 一直深深喜歡高中的時期野夏天正好是年青春熱血高中時代背景真花田徑隊的故事述訴一名記者想採訪真相與少年的熱血充滿張力導演給了故事和角色更多可能隨著演員的表現沈浸在影片氛圍裡
Summer 看完野夏天我想到佛洛依德說：人的內心既求生也求死我們既追逐光明也追逐黑暗我們既渴望愛有時候卻又近乎自毀地浪擲手中的愛我想到成為大人和身為人擁有的無奈與責任在電影中的表現有跟以前很不一樣的感覺她一定可以更好
Summer 好有同感我們用盡一生的力氣捕捉這世界的聲音學習面對自己成長的征途上有時遙遠又孤獨一不小心就迷失混亂的現實世界
Summer 喜歡電影中主題曲和最後唱的那首看完之後有點微酸的心情人就是這樣長大的看完你一定也懂
Summer 好奇的演技有什麼不一樣所以買票進戲院片尾開始跑字幕心裡卻還無法平復電影後勁有點強需要好好沈澱才能消化人生好難比我們想像中難多了真的很不一樣沒想到她可以有這樣的演出給她一個讚我不是粉絲哈哈哈哈
Summer 被片名和主題曲吸引跑去看意外比想像中深刻儘管它少了些篇幅撐持更強勁的張力也無意讓觀眾有更深的代入感彷彿要人保持一定的冷靜來欣賞這段野就像片中攝影機和被攝者之間的距離就像吳又立從攝影機後的觀景窗最終坐到了攝影機前的電視牆似是高大上了卻是光輝青慘並陳很喜歡在哪跌倒在哪又跌倒一次這才是真實人生完全不強詞奪理高繼書的自我放逐吳又立的不擇手段炎龍邁不開的命運在在呼應：你就做你自己吧每一個人物都像真花綻放這份野很動人演員群的表現著實令人驚豔最愛耿樂和藍皓東先前不認識這兩位演員看了本片瞬間被圈粉他們凝鍊的神情令人如入無人之鏡沒有一秒不被他們所說服影片中後段的發展雖有些急促但本意很令人玩味一面的真相成了新聞另一面的真相化為小說為何人需要創作很大程度也是想回到過去補救那些捨不得吧簽書那場很令人寬慰在場的都超越真相了畢竟最重要的是大家一起度過了那個夏天
Summer 很好看的一部電影與眾不同的劇情的演技讓人耳目一新
Incantation 跟朋友都覺得不錯看呀評價好多一顆星的
Incantation 國片中看過前幾名的鬼片氣氛不錯也有劇情
Incantation 很特別的拍攝手法不同的鏡頭角度來詮釋這部電影讓人感覺逼近真實感看完以後影片的劇情會一直停留在腦海裡好一段時間影響力實在很大晚上騎車都一直在看後照鏡
Incantation 咒語讓人很不舒服看完整部劇情在腦海裏連續播放好幾次晚上也睡不好容易惡夢
Incantation 這是一部好看的片請進電影院觀賞看完之後請勿考究別問太多
Incantation 超好看本來就很喜歡看人廢墟探險這次演員演技也都很棒完全不尬
Incantation 平心而論是近代最有氛圍的國內邪教片看完咒的當下心情是沉重的僞紀錄片的拍攝手法加上部份女主旁白敘事回顧會讓人有代入感讓人不經思考真的發生在自己身上時又該如何是好最後給朵朵演員們及辛苦的幕後人員鼓掌
Incantation 非工讀生覺得以台灣鬼片相比應該是排名前幾好看的害怕又愛看當天看完晚上馬上做惡夢
Incantation 剛剛看完超恐怖快嚇死演員真的演的很自然景也太日常但內容真的很
Incantation 很可怕但看到最後令人滿滿的感動
Incantation 鬼片版本的朵拉在哪裡場景一百演員演技出戲
Incantation 是一部有深度的鬼片不是單純想恐怖嚇人而已呈現的手法也很不一樣我覺得很好看很推是用心的電影難得啊難得
Incantation 好看有劇情感人對重口味的我來說是沒被嚇到啦但故事題材跟互動式的感覺還不錯
Incantation 氣氛營造的很好看完久久無法自己沒有鬼但是很毛讓你打從心底發毛
Incantation 台灣恐怖片的天花板美術佈置很有水準第一視角帶入感很強邪教部分超洗腦看完心有餘悸建議意志不堅定或腦波弱的不要看後勁很強
Incantation 其實蠻驚喜的讓我想起了去年的那部薩滿不過最讓人感動的是母女親情的部分演員的演技令人驚豔
Incantation 對國片通常沒什麼期待從以前到現在鬼片只要是國片都是悲劇一場其他的電影也都是小品的小情小愛低成本影片居多但這次蠻意外的不輸國外的國片特效跟音效氛圍也都做得很不錯很有詭譎氣氛只是這種偽紀錄式鬼片多少有缺點有種都遇到怪事了主角卻還是拿著硬要拍的違和感但是細節上有很多地方會無法理解那些邏輯電影不會交代得很完整不過這是個鬼片也無法拉長去一一說明但是以鬼片來說劇情算很不錯了推薦去看
Incantation 好看拍攝手法蠻特別的比頭七好看多了懸疑氣氛製造的很好裡面也有溫馨感人的地方不拖戲是最近看過最好看的恐怖片
Incantation 滿推薦這部電影首先我覺得很厲害的是他是一部國片拍攝手法式由角色來自拍那樣畫面也不會晃到你頭很暈那樣這不是血淋淋到極致那種片其實好看的是一部驚悚片是反應一些人情冷暖又或者是說電影開始就架構生活還有人性層面你想把這世界想像是什麼形狀之類這樣子然後才開始角色的情節種種的過程這是一齣真實性的電影很多電影說是真實性其實感覺沒那麼觸及現實但是咒這部電影真的做到了這是我開頭就說的是一部厲害的國片演員很專業而且其實戲裡可以把看戲的人一直不斷的帶風向演員都很專業我最喜歡是小女孩朵朵小小年紀就有豐富的情感表達致上很久沒用電影評論還打那麼多字就是去看就對了這部不得不讓自己怒吼支持國片呀
Incantation 超好看從開始嚇到整部片結束
Incantation 真的很喜歡這種沉浸式恐怖電影台灣最可怕的恐怖電影沒有之一
Incantation 很久沒有看過這麼好看的國內驚悚片了劇情的細膩度真的要有推理般的思考邏輯來看女主角的真實呈現與恐懼為母則強的犧牲真的演的太好看了啦非常好看又可怕的一部國片
Incantation 帶入感很強大部分都是以第一視角拍的也有很多讓人生理不舒服的畫面中間還有一段利用視覺暫留的真的覺得是台灣恐怖片突破性最強的
Incantation 核心價值很值得探討故事貼近現實後勁很強利用化妝技術而不是自曝其短的使用動畫非常聰明總而言之去支持如此創新不刻意嚇人有故事的恐怖片吧
Incantation 這部鬼片是我看了上百部鬼片裡心中排行第一名因爲只有這部電影我看完好幾天了心中還是有強烈的陰影覺得毛骨悚然那些說爛片的肯定沒用心看電影而且以偽紀錄片來說這部拍攝手法真的已經沒那麼暈了好嗎只能說這部鬼片很有故事很有深度而且很恐怖如果真的有用心去看電影去體會內容恐怖的並不只是音效很嚇人而是電影鋪陳讓那恐懼一步步的走入你心裡很值得去電影院觀賞的一部作品大推
Incantation 非常喜歡看恐怖片台灣這片恐怖氣氛做得太棒了有太多的儀式和謎團吸引觀眾非看完解謎不可
Incantation 朋友已看完非常期待安排時間想看
Incantation 笑死一堆打負評的居然都是因為鏡頭很晃頭暈電影一開始就告訴你是用偽紀錄片的方式去拍攝的就算看預告也知道沒帶腦去看的人真的很多還有說劇情爛的劇情描述相比其他的偽紀錄片流暢多了好嗎至少該解釋的地方都有解釋清楚而且這部是邪教片並不是什麼鬼片請別拿一般鬼片來做比較
Incantation 這部片的拍攝手法有創意比之前很多國內的驚悚片好看很多有很多嚇人的因素跟文化值得看
Incantation 整個故事性很足但恐怖地方偏弱有些地方要開始恐怖了又草草帶過很可惜
Incantation 與觀眾互動這點蠻新鮮的如果能帶入更多民俗文化後勁會更強
Incantation 我很愛看恐怖片的人我自己覺得真心有毛到推
Incantation 老婆叫我支持國片給星電影從頭到尾不知道在演什麼沒頭沒尾就邪教嚇嚇人也沒有很嚇人音效嚇嚇人而已
Incantation 看到評論的各位帥哥美女我認真的說評一星都是騙人的跟我一起念火佛修一心薩無牟
Incantation 來自看過各國鬼片驚悚片愛好者的留言本身熱愛邪教系列電影導演編劇的鋪陳拿捏恰到好處能夠塑造一個虛假的邪教而讓台灣人有非常大的帶入感整部電影營造的十分到位整部電影的美術組非常優秀喜歡這部片的朋友應該去看看導演的採訪短片柯導真的很有創意能夠把自己的怕拍成優秀的作品不太理解有些惡意的評價第一次來這發表短評希望好電影能被更多人看到
Incantation 超級好看劇情帶入感很強希望可以在有類似的作品
Incantation 我覺得很特別的開場跟拍攝手法整部也很緊湊好看
Incantation 算是近年來好看也恐怖的鬼片值得一看
Incantation 心中前三強鬼片半夜看完不敢自己一個人回家
Incantation 電影明明就很好看很猛那些說什麼被噁心的腦子有問題是不是這些東西本來就都是恐怖電影的元素啊台灣的影視產業其實都有在進步不會進步的原因其實跟你們這些人有關不懂的欣賞只會在那邊東嫌西嫌自己根本沒有甚麼好的包容以及審美觀
Incantation 台灣鬼片影史美術場景視覺特效等相當用心恐怖氛圍堆疊的很好相當邪門後勁很強那些害怕被詛咒的觀眾我只能說思想保守又沒膽還敢花錢看鬼片我笑死沒種就不要出來嘴
Incantation 通常評論這麼多的票房都很不錯真正的大爛片反而沒有這麼多人評論劇情真的很不錯很值得思考但各位會暈的最好考慮不要看電影院或是考慮看小廳螢幕大真的容易暈
Incantation 近年來好看的恐怖片拍攝的手法還有帶著人的情緒走進地道真的可怕唯一就是穿梭時光過頭一下來又去太快讓人摸不著其他稱作好片
Incantation 看完這片很期待這個導演接下來的作品劇情細節題材都不錯
Incantation 這部真的今年最好看的恐怖片氣氛很夠有被嚇到後勁很強支持國片推薦大家去看看
Incantation 咒我自己很喜歡看了超級超級多次
Incantation 電影從接小孩回家之後壓迫感氣氛就越來越強很讚我理解力也不好劇情的確很多第一時間不太能意會但是看不懂的後來去查網路講解故事很多地方其實都有交代那種恍然大悟才體驗到導演說故事的功力甚至想再看一次另外說會晃暈的觀眾建議如果下次看這種偽紀錄片的電影位置往後面坐一點我看咒電影沒暈的但昨天看的劫命救護卻很暈原因是位置坐太前面了
Incantation 喜歡有感受到各種用心在其中劇情前後鋪陳豐富有感給予國片鼓勵五顆心
Incantation 還不錯有嚇到道具跟氣氛都算夠但內容可以在加強
Incantation 好看我覺得本片最厲害的地方就是美術了裡面的道具都有夠邪門的
Incantation 認真覺得好看沒冷場故事性很夠驚嚇度也上乘不輸日韓泰台灣國片棒棒新高度
Incantation 音效蠻嚇人的氣氛也營造得不錯但是拍攝手法看完頭很暈
Incantation 還可以的佳作但一些片段的連結跟鋪陳不夠跟最後的一字一字解釋畫面不行
Incantation 劇情結構算是中規中矩恐怖程度也算中等主要是音效很大聲跟突然鏡頭為求真實性拍攝有點暈但是臺灣難得有這種沉浸式風格恐怖片也有講到親情值得鼓勵啦至少給人家來個四顆星吧三開頭母湯來幫補個血很多人跟薩滿比但我本人覺得還是比薩滿好看很多
Incantation 前面介紹有點攏長後面一連串恐怖顛覆了台灣片結局都是美好非常好看也很催眠
Incantation 是恐怖片不是鬼片好看驚悚後勁強
Incantation 還不錯阿氣氛營造的很好可能就是拍攝手法比較晃有些人無法接受
Incantation 從頭驚嚇到尾支持國片的鬼片完全沒想睡真的好棒
Incantation 超好看這次真的服了不是嚇人的但看完真的覺得被征服了
Incantation 劇情構思不錯感覺成本不大因此只能用僞紀錄片方式拍攝導致很多地方很晃劇情收尾的不夠明確嚇人的場景也多半出來晃一下就沒了
Incantation 夠恐怖國片有更好看的感覺很推去電影院看支持一下
Incantation 第一次在電影院嚇到抖起來情緒醞釀的很好氣氛也超緊張終於覺得花錢看恐怖電影值得了
Incantation 昨晚看了看完就想馬上來寫評論只是太累了今早一定要寫真的是太好看了雖然有些地方可能需要理解一下但大致上都很可以劇情真的讚沒有冷場隧道那裏開始真的很恐怖超推薦大家去看的而且看不出來是攝影方式拍好清晰好棒高潮迭起的緊張感都有
Incantation 國片水準來說還不錯看不是單純嚇人還有點劇情跟內容大家一起念咒
Incantation 真的是把我跟我朋友嚇死了我朋友看到手都在抖
Incantation 後勁很強嚇到好多次地道真的很適合恐怖片阿媽嚇到我中邪時也嚇到我這部真的成功了
Incantation 邪教內容總是讓人有種好像身邊會發生此事的感覺也很喜歡各種驚嚇點還有裡面神佛的形象
Incantation 算不錯很多美國鬼片也讓我嫌到不行但這部卻沒讓我嫌到那算不錯了
Incantation 互動電影很好玩也很好看有內容不會只是嚇人難得台灣鬼片很可以
Incantation 比日本鬼片恐怖日本的鬼片簡直小兒科
Incantation 很恐怖近期最讚的恐怖片雖然對一些儀式不太清楚是做什麼例如把東西歸位放鏡子照供物之類但也無法壓低我對它的評價
Incantation 台灣鬼片的手法算很不錯看完滿腦子都是咒語
Incantation 我覺得這部恐怖片的拍攝手法以及題材讓深愛恐怖片的我覺得很新鮮但唯一美中不足的地方就是劇情結局有點虎頭蛇尾如果劇情可以再多加強一點就更好了
Incantation 真的好看絕無冷場空氣中都可以感受到觀眾的緊張感影片中還融合了大型催眠術的概念真的蠻新穎真的可以是國片恐怖片的前三名
Incantation 非常可怕的鬼片可以說是近年來台灣鬼片之最超越紅衣小女孩女鬼橋粽邪
Incantation 國片終於進步了非常特別的鬼片體驗是沈浸式互動鬼片是一部令人印象深刻的電影
Incantation 自己本身是恐怖片愛好者這部片真的能排上前幾名驚悚看完回到家後還很有後勁真的很推薦還在猶豫要不要去看這部片的大家真心推薦
Incantation 多恐怖架恐怖看完窒息感很重女友半遮半看快笑死美中不足的是有幾幕恐怖感要來的時候就又快速切換到溫馨畫面無法延續那個緊張壓迫感有點可惜
Incantation 拍攝的題材真的很不錯也確實是恐怖又刺激令人坐立難安坐立難安有兩個點：一是音效及整體營造的氣氛二是太暈拍攝掌鏡手法雖然是用第一人視角很別出心裁但實在很像暈車若是能用回溯或是固定拍攝畫面上加上讓觀眾能辨識拍攝的狀態就會好很多了最後面的結尾也是令人大吃一驚啊很讚的一部恐怖驚悚國片
Incantation 很高興國片有這種超高程度的佳作希望大家買票入場支持
Incantation 今天看完美麗華點場次有夠好看引導觀眾沈浸式觀影很推
Incantation 從頭到尾幾乎是遮住看完這部電影這是我第一次看完電影後讓我想快步離開影廳
Incantation 超恐怖看完頭皮發麻台灣電影終於超越泰國啦對於愛看恐怖片的我給滿分
Incantation 剛看完特地上來評分此部絕對是台灣國片恐怖類型的第一名而且絕對可以媲美泰國鬼片某些段落也讓我想到我最愛的英國恐怖片忐忑原本以為會有不到位讓人尷尬的狀況結果出乎意料的好無論劇情特效演員演技都很讚特別是美術看得出精心佈局和細膩聽到坐我附近的觀眾說沒胃口吃晚餐了這是真人真事嗎好不舒服沒想到我竟然會推薦大家去看台灣恐怖片完全就是國片大躍進
Incantation 帶入感很重壓力很大值得推薦的恐怖電影
Incantation 影片中的咒語千萬別默念片中驚嚇指數超過人類極限腎上腺素不停的飆高看完頭痛心悸及腿軟我發誓不會再看第遍此片是我有生以來看過最恐怖的恐怖片不看可惜堪稱史詩級
Incantation 最恐怖全台第一很邪門的電影超噁
Incantation 早上好中國現在我有冰淇淋但是咒我更喜歡因為非常好電影
Incantation 我把好幾年前的帳號翻出來就是要告訴各位這部真的很猛膽小之人不要輕易嘗試這部真的嚇的厲害
Incantation 不錯很用心的國片比薩滿好看
Incantation 可以讓人感到很不舒服真的很厲害
Incantation 夭壽真的恐怖號稱史上最恐怖國片以我專業的業餘影評人真的很可以
Incantation 好看
Incantation 國片影史最恐怖電影當之無愧
Incantation 和以往的鬼片不太一樣感受到滿滿的用心值得進電影院觀賞
Incantation 看完之後心情很沉重劇中的宗教根本發生在家裡的事情如出一轍有信仰是好事但信到走火入魔真的會引想到他人的磁場
Incantation 那天我們是台灣第一場看到咒的桃園還看到柯導演映後也有與大家合照而且這是我第一次再台灣看完電影全部人都拍手的真的很感動台灣少不了的就是宗教文化但也因為這些不同的文化造成生活中的影響與好跟不好的後果看恐怖電影就是臨場反應了我只知道整排椅子晃動到我以為在地震了真的推薦跟我牙齒很硬的人去看一看
Incantation 超級好看看過所有國片最好看的鬼片
"The Bad Guys" 近兩年看過最有趣也能發人省思的動畫片尤其是國語配音會更有趣
"The Bad Guys" 我覺得這部片很好看而且很好笑充滿歡樂感
"The Bad Guys" 第一次寫評論這絕對是我近兩三年看過最好看的動畫了大人小孩都適合劇情發展令人驚喜整場從頭笑到尾輕鬆也有寓意很適合帶大班以上的孩子共賞大推
"The Bad Guys" 當初因為買錯票而進場看了這部電影結果出乎意外的笑點跟娛樂性挺高的我很喜歡這群壞壞的壞蛋也羨慕他們之間的友誼也很期待他們之後會展開什麼刺激的故事
"The Bad Guys" 原本看紙本的漫畫就笑到翻掉後來得知翻拍成電影立馬帶著五歲兒子去看電影稍微把時間順序重整了一下除了好看之外也更有寓意也有抓到五歲小孩的笑點
"The Bad Guys" 非常好看發人深省勸人向善每個人要走的路都是自己選擇的
"The Bad Guys" 帶孩子們進場欣賞笑料百出沒有冷場讚
"The Bad Guys" 最近看過算超好看的電影適合親子共賞大人人看也絕不會無聊而且真的超好笑覺得現在發卡通片拍的很用心
"The Bad Guys" 去電影院看沒有人結果看了之後才發現超好笑
"The Bad Guys" 非常歡樂好笑很適合想轉換心情輕鬆的看玩笑玩也有寓教育樂做好事會感到發自內心的感動
"The Bad Guys" 還不錯小一和大人看了笑呵呵以下湊字數以下湊字數
"The Bad Guys" 毫無冷場感非常適合親子一同觀賞狼先生搖尾巴的樣子超可愛的
"The Bad Guys" 很有意思的電影劇情不會老套很值得看的好笑電影
"The Bad Guys" 人物生動有趣每個角色鮮明老少咸宜適合闔家親子一同觀賞
"The Bad Guys" 劇情對話很有梗這次中文配音很適合小朋友去看
"The Bad Guys" 很好看也非常有趣我家兒子小二看得哈哈笑
"The Bad Guys" 角色們都很可愛狼第一次做好事得到擁抱的反應好可愛蛇第一次把點心分給鯊鯊大家搖尾巴的樣子也好可愛是會想買一看再看的片子
"The Bad Guys" 電影步調很快好人壞人全憑自己的選擇雖然是老套的故事情節但畫風可愛角色各有特色很有趣
"The Bad Guys" 劇情安排得不錯不會太老套大人也可以看喜歡鼠鼠的更要看
Untouchable 顏正國台詞少但是卻可以用眼神表情動作演出更生人的無奈更把走投無路亡命之徒的狠表露無遺他的人生就是黑幫電影他演的是自己少年吔安啦是演出無知不懂天高地厚少年吔演出的是無奈有一種逼虎傷人的感嘆我是少年吔安啦少年吔的忠實粉絲少年吔安啦我已經看了不下百次
Untouchable 讓人省思的好電影好看謝謝阿國導演
Untouchable 雖然台詞沒有很多但很深刻感受那種不能說出口的悲痛這部是所有國片黑道片裡面角色的演員最像黑道的很喜歡顏正國所以一定支持如此懂得感恩的人不多了
Untouchable 我們是年輕人很喜歡電影丟手榴彈開槍那樣的寫實鏡頭不用血腥畫面但是人狠話不多加上是國哥演的看了很有感覺很震撼希望可以有更多這樣的畫面真的非常經典希望以後可以拍的更限制級像少年安啦超有
Untouchable 劇中沈默的橋段無聲勝有聲要看到最後才懂那個點在哪很省思很值得細細品嚐的國片打打殺殺逞兇鬥狠的最後失望的還是最愛你的家人不是妻離子散就是抱著遺憾過下輩子加油希望能有好成績
Untouchable 非常感人有深度的電影應該進戲院支持一下
Untouchable 雖然我不是更生人也不是失依家庭子女但是看完這部片後我覺得這是一部很有深度的電影只有用心才能夠體會每個電影情節而且電影的內心戲很多看到最後還會有洋蔥呢希望你是第一次看電影或是從未看過的朋友不妨也進戲院
Untouchable 寫出社會上的現實是一部的點電影很有意義的電影強力推薦少年吔真的超好看真的太感動少年吔的電影片段都感人是內心戲要用心去體會的裏面的故事不懂多看幾次就能體悟請大家一定分享推薦親朋好友看一定支持國片我一定還會在去看少年吔
Untouchable 原本沒抱期待下竟看到入心了眼眶幾次泛淚非常寫實的一部片值得觀賞力挺國片
Untouchable 缺點劇情跳來跳去演員沒什麼對白台詞也很怪有進場支持但還是希望國片能更好
Untouchable 有夠好看的顛覆對國片的想法顏導期待你新作品了已二刷
Untouchable 不錯看國片很力挺推薦這部電影很感人故事
Untouchable 是部成功的電影因為讓人醒思歹路不可行
Untouchable 顏正國演技很好蠻有意義的一部電影
Untouchable 後勁很強眼淚流不停好看值得推薦
Untouchable 真心很好看演的很有味道希望可以出電影收藏
Untouchable 感覺寫實觸動人心整片沒冷場片中還有幾個橋段深深打動人心賺人熱淚有別一般黑幫電影
Untouchable 不同於以往看角頭系列電影的那種感受少年吔這部片給人在心境的上的感受更是寫實說真的好看
Untouchable 好看發人省思支持國片
Untouchable 跟以往的角頭不一樣比較像是少年欸個人的紀錄回顧戲劇步調比較慢但也更能看到主角的情感表達張力後面很好哭值得去看支持國片
Untouchable 很棒的一部電影裡面演出了真實的現實社會的確不是朋友無情而是社會的現實讓人不得不捨棄
Untouchable 很棒的一部電影完全致敬早期一部電影少年吔安啦觀賞電影的角度不要用商業片來去看待
Untouchable 好看家人們帶我去看少年吔真的非常好看不輸經典的海角七號陣頭賽德克巴萊甚至可能讓我印象更深刻
Untouchable 很好看看了會很感動這部電影沒什麼冷場讓觀眾有身歷其境的感覺
Untouchable 還不錯看
Untouchable 近五年來最好看的國片很有深度也很有意義推推推推推
Untouchable 好看推有深度有後座力的一部片
Untouchable 覺得蠻好看的血淋淋看到社會的現實面認真覺得比咒好看太多了
Untouchable 若您是以看角頭的心態來看這一部片一定覺得很沉悶是正常的總之整部片的拍攝方式很有當年少年吔安啦的風格很寫實很有味道真的好看
Untouchable 今天去看了少年吔最後那一幕吃米粉湯喝杯高粱碰我哭了
Untouchable 這是一部相當值得觀看的電影非常寫實且細膩深深地觸動了內心情緒很棒的電影推推推
Untouchable 這部電影比較不像商業片反而有點像顏正國用自己的來告訴大家歹不要走是需要用心去看的也讓人好好省思用的看了非常有感覺忍不住流淚了最後還是支持我心目中最喜歡的好小子顏正國
Untouchable 今天看完幹真的太讚讓人意猶未盡期待續集
Untouchable 少年吔真的很好看整部沒有冷場有一點少年安的味道雖然電影不算特別瘋狂如果可以演的更極端兇狠畫面多一點我認為會更吸引人而且這部電影真的非常真實非常值得一看的好電影
Untouchable 還不錯看只是大多數情劇都是效果現實不可能而現實中真實的又不能影射來演那可能就真的會出事所以電影就是電影還是奉勸年輕人不要去模仿電影情節因為現實社會中的人並不會跟你演電影裡的哪些效果
Untouchable 主角兄弟感情如果可以更多也許兩人身份更可以感受糾結希望國片可以再有進步空間
Untouchable 很寫實的一部片雖然沒有華麗浮誇的打鬥畫面但是很貼近現實蠻不錯看的唷
Untouchable 優質國片尤其最後一幕見面那段心情很複雜拍的很好很有以前侯導的味道
Untouchable 超內心戲的金馬獎阿國有機會在入圍最佳男主角
Untouchable 我還沒看過但自從上一部顏正國拍的角頭我對他拍的影片印象極好顏正國是位有深度有想法的導演他拍的電影有細膩度的
Untouchable 這種人生只有遇過的才懂人不可走歹路生活環境在底層時真的要有強大的意志力往正確的道路走要比一般人還努力少年口也衝要衝對方向
Untouchable 像陳府很深的一部隱喻電影沈默的片段含義很多也隱隱約約加入了一些阿國的經歷加以改編這應該很多年輕人看不懂的地方會以為是部爛電影但有些片段就很莫名奇妙有頭無尾預告上按摩店那段在劇中就沒出現建議阿國下一次可以嘗試別的系列影劇跳脫黑色系列
Untouchable 這部講的不是角頭或兄弟人的故事比較偏向亡命之徒槍擊要犯那樣子從一個想走正途最後被逼到然後走很極端的回頭路
Untouchable 少年吔完整呈現社會寫實的一面非常好看
Untouchable 這部電影說真的比角頭系列好看十倍電影中滿滿的無奈以及心酸不像很多國片充滿乏味的商業片性質我也很佩服導演能拍出這麼棒的電影唯一的缺點我覺得是反派並沒有演出該有的狠勁還有堂口戰力火力有點太弱因此少了點瘋狂和震撼感但這部電影還是很明顯感受到致意少年安啦的誠意還是非常值得大家去一看的我真的很久沒看到這麼好看的國片了
Untouchable 我推顏導的少年耶今天去看了結果淚流滿面很多人都在哭真的是近年看過最好看也最有感觸的電影
Untouchable 很寫實是沒錯但段落跳太快有點不適應阿國台詞有點少整部很平穩沒有什麼高潮迭起的感覺衝著致敬少年安啦去看而已
Untouchable 個人覺得還不難看稍微有點沉思描述壞路別走呢
Untouchable 有別於過去的印象呈現多了深思與衝擊在朋友家人道義上的纏繞挺有意思
Untouchable 是一部令人省思的電影支持國片在社會看不到的角落給予包容和善意可以改變一個人的人生
Untouchable 台灣人土情土味很推薦阿國演的真的太棒
Untouchable 一部讓我哭了兩次的電影喜歡阿國從小到現在看到他自己出來當導演一定要支持的
Untouchable 國導以前少年吔說出很多經典台詞這部主演雖話不多但演技很真個人最喜歡復仇那段少女嫂青菜千那尚禾鋼鐵爸長大版少年吔我是先看電影大綱後才去電影院欣賞整體來說我是覺得不錯片中分好幾段但我大致能理解也讓人可以思考片中意義雖然沒有那麼多很轟動的但國片我就是要支持啦國片電影和演員真的很辛苦支持一下
Untouchable 也許沒有像其他電影有很多的特技聲光效果但每個演員劇情呈現的都是最真實誠懇的很喜歡拍攝手法特寫主角背景模糊讓人會注意著主角張甯尚禾哥情感的呈現讓人很揪心顏正國皮笑肉不笑卻能表現的讓人有很多心疼的感受更生人的議題讓人反思更多的是希望社會能多些理解及接納
Untouchable 很有溫度的一部片沒有英雄式的出場但道盡每個人的內心深處
Untouchable 我覺得它自導自演的這一部電影很棒不知道為什麼只要有他演的戲都讓人想在看第二次第三次
Untouchable 感覺好看看到後面有洋蔥看得都流眼淚了
Untouchable 剛看完還不錯跟角頭不一樣劇情感人國哥演技精湛看完快流淚了
"Goddamned Asura" 演員演技精湛劇本結構完成音樂好聽
"Goddamned Asura" 這部電影太精彩了演出了多種的結局每個角色都有各自極端的結局很多事值得我們去思考套用在日常生活之中未來是由現在的選擇造成的所以重點重來都不是未來而是現在
"Goddamned Asura" 同樣一群人因不同的劇情有著兩種不同的結果這樣的劇情國外電影已拍過拍的普普演員演的普普剪輯是這部電影最弱的一環
"Goddamned Asura" 每個角色刻劃很鮮明後半段兩個版本的劇情演的都很好第一版本男主步入歧途的張力很足夠也是翻自北捷殺人案的題材第二版本非男主他步入歧途而是另一個人雖然張力沒第一段強卻感覺是在生活中周遭常見的社會新聞整部深得人省思
"Goddamned Asura" 每位演員的表演都相當出色然電影劇情好看並有深度值得多次觀賞與探討
"Goddamned Asura" 發人省思的好電影支持支持支持支持支持支持
"Goddamned Asura" 必看必看必看必看必看支持支持支持支持
"Goddamned Asura" 很喜歡電影想表達的沒有絕對的好人或惡人生活中的某個契機都有可能導致角色立場轉換看得出來編導做了很多相關犯罪事件的研究所以劇情蠻寫實的
"Goddamned Asura" 演員表現出色劇情發人省思套一句導演說的不知道怎麼誇說好看就對了
"Goddamned Asura" 每位演員的表演都好到位活在大數據下真的看得好有感拍得非常好一定要去支持小莫在裡面也超帥的
